NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000736	REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000736		81	-0.3928547	-0.92405385	0.738	0.88884497	1	4243	"tags=31%, list=33%, signal=46%"
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750		79	-0.3965877	-0.92395854	0.743	0.888865	1	3087	"tags=23%, list=24%, signal=30%"
DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE%REACTOME%R-HSA-4641262.3	DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE%REACTOME%R-HSA-4641262.3		22	-0.42663804	-0.92385817	0.6693712	0.88889354	1	2184	"tags=23%, list=17%, signal=27%"
HIV TRANSCRIPTION ELONGATION%REACTOME DATABASE ID RELEASE 75%167169	HIV TRANSCRIPTION ELONGATION%REACTOME DATABASE ID RELEASE 75%167169		39	-0.40571404	-0.9238307	0.7124249	0.88872457	1	4874	"tags=33%, list=38%, signal=54%"
PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0097300	PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0097300		20	-0.43501124	-0.9238246	0.64944273	0.8884975	1	4912	"tags=45%, list=39%, signal=73%"
ODONTOGENESIS%GOBP%GO:0042476	ODONTOGENESIS%GOBP%GO:0042476		21	-0.42966232	-0.92373127	0.6602238	0.8885171	1	3321	"tags=29%, list=26%, signal=39%"
REGULATION OF ORGANIC ACID TRANSPORT%GOBP%GO:0032890	REGULATION OF ORGANIC ACID TRANSPORT%GOBP%GO:0032890		24	-0.4206754	-0.92349255	0.6784631	0.888926	1	5037	"tags=58%, list=40%, signal=96%"
RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009119	RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009119		45	-0.4056143	-0.9234226	0.6836837	0.88887376	1	4553	"tags=36%, list=36%, signal=55%"
PEPTIDYL-CYSTEINE MODIFICATION%GOBP%GO:0018198	PEPTIDYL-CYSTEINE MODIFICATION%GOBP%GO:0018198		26	-0.41685733	-0.92289335	0.6760563	0.8900275	1	1724	"tags=15%, list=14%, signal=18%"
DEVELOPMENTAL MATURATION%GOBP%GO:0021700	DEVELOPMENTAL MATURATION%GOBP%GO:0021700		61	-0.40036318	-0.92285985	0.7231695	0.8898648	1	3062	"tags=25%, list=24%, signal=32%"
HETEROCHROMATIN ORGANIZATION%GOBP%GO:0070828	HETEROCHROMATIN ORGANIZATION%GOBP%GO:0070828		18	-0.43968344	-0.92283016	0.6564417	0.8897098	1	4935	"tags=44%, list=39%, signal=73%"
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905476	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905476		25	-0.42495722	-0.92278713	0.673716	0.8895797	1	3457	"tags=32%, list=27%, signal=44%"
ALPHA9 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA9 BETA1 INTEGRIN SIGNALING EVENTS	ALPHA9 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA9 BETA1 INTEGRIN SIGNALING EVENTS		16	-0.44637173	-0.92262894	0.6615226	0.88976693	1	3791	"tags=31%, list=30%, signal=44%"
TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY		19	-0.43076718	-0.92248565	0.64837396	0.8899091	1	5507	"tags=53%, list=43%, signal=93%"
POSITIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048146	POSITIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048146		17	-0.4451107	-0.9220814	0.65360826	0.8907342	1	2848	"tags=29%, list=22%, signal=38%"
RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612		153	-0.38374418	-0.92203933	0.81	0.89060986	1	3181	"tags=24%, list=25%, signal=31%"
PROTEIN IMPORT%GOBP%GO:0017038	PROTEIN IMPORT%GOBP%GO:0017038		127	-0.3851406	-0.9220081	0.776	0.89044756	1	5147	"tags=43%, list=40%, signal=72%"
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703		120	-0.38707742	-0.92180836	0.79	0.8907315	1	4589	"tags=38%, list=36%, signal=59%"
POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002708	POSITIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002708		51	-0.4017759	-0.9217884	0.7107107	0.8905496	1	2990	"tags=29%, list=24%, signal=38%"
REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317	REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317		54	-0.40268528	-0.92154557	0.708	0.8909546	1	2372	"tags=20%, list=19%, signal=25%"
CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA%REACTOME%R-HSA-1834949.1	CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA%REACTOME%R-HSA-1834949.1		58	-0.3990116	-0.9204608	0.721	0.8935483	1	3151	"tags=26%, list=25%, signal=34%"
BETA1 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04377	BETA1 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04377		23	-0.42591333	-0.9202821	0.6619576	0.89377785	1	5488	"tags=61%, list=43%, signal=107%"
PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471	PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471		22	-0.4233619	-0.92022616	0.67373735	0.89368767	1	4779	"tags=45%, list=38%, signal=73%"
NEGATIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:1901020	NEGATIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:1901020		19	-0.43634108	-0.9198562	0.6595092	0.8944341	1	4151	"tags=42%, list=33%, signal=62%"
PAUSING AND RECOVERY OF TAT-MEDIATED HIV ELONGATION%REACTOME DATABASE ID RELEASE 75%167238	PAUSING AND RECOVERY OF TAT-MEDIATED HIV ELONGATION%REACTOME DATABASE ID RELEASE 75%167238		27	-0.42022267	-0.9197639	0.6986855	0.89443713	1	663	"tags=7%, list=5%, signal=8%"
INTRACILIARY TRANSPORT INVOLVED IN CILIUM ASSEMBLY%GOBP%GO:0035735	INTRACILIARY TRANSPORT INVOLVED IN CILIUM ASSEMBLY%GOBP%GO:0035735		33	-0.40938297	-0.9196646	0.6920762	0.89446574	1	6292	"tags=64%, list=49%, signal=126%"
MYD88-INDEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002756	MYD88-INDEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002756		32	-0.4105677	-0.9193365	0.69727546	0.8950736	1	2665	"tags=31%, list=21%, signal=39%"
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320	REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320		166	-0.38322666	-0.91929877	0.823	0.894934	1	5164	"tags=45%, list=41%, signal=74%"
MONOSACCHARIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015749	MONOSACCHARIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015749		22	-0.42349923	-0.9188465	0.6858586	0.8958712	1	2622	"tags=23%, list=21%, signal=29%"
LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS	LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS		25	-0.4175598	-0.9187675	0.66599596	0.8958385	1	4135	"tags=36%, list=33%, signal=53%"
PROTEIN PALMITOYLATION%GOBP%GO:0018345	PROTEIN PALMITOYLATION%GOBP%GO:0018345		25	-0.4190933	-0.9182691	0.6797583	0.8968553	1	4319	"tags=40%, list=34%, signal=60%"
TNF SIGNALING%REACTOME%R-HSA-75893.5	TNF SIGNALING%REACTOME%R-HSA-75893.5		37	-0.40678823	-0.9182681	0.7018072	0.8966185	1	3808	"tags=43%, list=30%, signal=62%"
APOPTOTIC CELL CLEARANCE%GOBP%GO:0043277	APOPTOTIC CELL CLEARANCE%GOBP%GO:0043277		24	-0.42144144	-0.91822743	0.6848485	0.8964818	1	3244	"tags=33%, list=26%, signal=45%"
MAINTENANCE OF LOCATION%GOBP%GO:0051235	MAINTENANCE OF LOCATION%GOBP%GO:0051235		106	-0.38646162	-0.91815275	0.756	0.89643246	1	4123	"tags=35%, list=32%, signal=51%"
MTOR SIGNALLING%REACTOME%R-HSA-165159.6	MTOR SIGNALLING%REACTOME%R-HSA-165159.6		39	-0.403153	-0.9179005	0.7111334	0.89681906	1	3002	"tags=28%, list=24%, signal=37%"
DNA STRAND ELONGATION%GOBP%GO:0022616	DNA STRAND ELONGATION%GOBP%GO:0022616		21	-0.43188778	-0.91785884	0.6819106	0.896678	1	4039	"tags=29%, list=32%, signal=42%"
CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632	CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632		40	-0.40660304	-0.91747046	0.7147147	0.89744264	1	3491	"tags=28%, list=27%, signal=38%"
REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0030449	REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0030449		29	-0.41547814	-0.91733074	0.6770624	0.8975591	1	6813	"tags=62%, list=54%, signal=133%"
DNA RECOMBINATION%GOBP%GO:0006310	DNA RECOMBINATION%GOBP%GO:0006310		128	-0.38257825	-0.91719776	0.79	0.897655	1	3364	"tags=24%, list=26%, signal=33%"
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0071466	CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0071466		59	-0.39507025	-0.9169164	0.727	0.89814496	1	3587	"tags=25%, list=28%, signal=35%"
NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904950	NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904950		64	-0.3912184	-0.91691417	0.7417417	0.8979107	1	5125	"tags=44%, list=40%, signal=73%"
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715	REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715		24	-0.4196011	-0.9167014	0.6814516	0.8982069	1	2320	"tags=21%, list=18%, signal=25%"
"PROTEIN ALPHA-1,2-DEMANNOSYLATION%GOBP%GO:0036508"	"PROTEIN ALPHA-1,2-DEMANNOSYLATION%GOBP%GO:0036508"		23	-0.42598456	-0.91655695	0.6723618	0.89833915	1	3339	"tags=43%, list=26%, signal=59%"
MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329	MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329		86	-0.3880033	-0.9165181	0.7717718	0.89820683	1	5409	"tags=44%, list=43%, signal=76%"
TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME DATABASE ID RELEASE 75%167246	TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME DATABASE ID RELEASE 75%167246		39	-0.40571404	-0.91639876	0.7034068	0.898274	1	4874	"tags=33%, list=38%, signal=54%"
RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME%R-HSA-5693568.1	RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME%R-HSA-5693568.1		26	-0.4173778	-0.91598785	0.687751	0.89908904	1	3736	"tags=27%, list=29%, signal=38%"
LIPOPROTEIN METABOLIC PROCESS%GOBP%GO:0042157	LIPOPROTEIN METABOLIC PROCESS%GOBP%GO:0042157		79	-0.38910168	-0.9158714	0.756	0.8991592	1	4382	"tags=37%, list=34%, signal=56%"
"VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GOBP%GO:0048199"	"VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GOBP%GO:0048199"		63	-0.39468864	-0.91578805	0.74	0.89912176	1	5041	"tags=51%, list=40%, signal=84%"
GENES RELATED TO PRIMARY CILIUM DEVELOPMENT (BASED ON CRISPR)%WIKIPATHWAYS_20210210%WP4536%HOMO SAPIENS	GENES RELATED TO PRIMARY CILIUM DEVELOPMENT (BASED ON CRISPR)%WIKIPATHWAYS_20210210%WP4536%HOMO SAPIENS		66	-0.39286098	-0.9157606	0.7407407	0.89894795	1	3677	"tags=29%, list=29%, signal=40%"
ENDOPLASMIC RETICULUM STRESS RESPONSE IN CORONAVIRUS INFECTION%WIKIPATHWAYS_20210210%WP4861%HOMO SAPIENS	ENDOPLASMIC RETICULUM STRESS RESPONSE IN CORONAVIRUS INFECTION%WIKIPATHWAYS_20210210%WP4861%HOMO SAPIENS		31	-0.40845704	-0.9157539	0.6797583	0.8987265	1	4538	"tags=32%, list=36%, signal=50%"
LEUKOCYTE ACTIVATION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:0002269	LEUKOCYTE ACTIVATION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:0002269		15	-0.4453739	-0.9157208	0.64711934	0.8985741	1	1629	"tags=20%, list=13%, signal=23%"
POSITIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002720	POSITIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002720		37	-0.40614834	-0.9156892	0.7127127	0.8984121	1	2766	"tags=27%, list=22%, signal=34%"
NAD+ BIOSYNTHETIC PATHWAYS%WIKIPATHWAYS_20210210%WP3645%HOMO SAPIENS	NAD+ BIOSYNTHETIC PATHWAYS%WIKIPATHWAYS_20210210%WP3645%HOMO SAPIENS		15	-0.4441622	-0.91557676	0.6546392	0.89845556	1	4581	"tags=40%, list=36%, signal=62%"
CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0034614	CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0034614		66	-0.39136472	-0.91548645	0.735	0.89845145	1	4257	"tags=39%, list=33%, signal=59%"
TAT-MEDIATED HIV ELONGATION ARREST AND RECOVERY%REACTOME DATABASE ID RELEASE 75%167243	TAT-MEDIATED HIV ELONGATION ARREST AND RECOVERY%REACTOME DATABASE ID RELEASE 75%167243		27	-0.42022267	-0.91534394	0.68920285	0.8985771	1	663	"tags=7%, list=5%, signal=8%"
INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.3	INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.3		29	-0.4136941	-0.9146361	0.6917671	0.90009034	1	5614	"tags=55%, list=44%, signal=99%"
PROCESSIVE SYNTHESIS ON THE C-STRAND OF THE TELOMERE%REACTOME DATABASE ID RELEASE 75%174414	PROCESSIVE SYNTHESIS ON THE C-STRAND OF THE TELOMERE%REACTOME DATABASE ID RELEASE 75%174414		19	-0.42990592	-0.9143682	0.67209774	0.9005242	1	4777	"tags=42%, list=38%, signal=67%"
AUTOPHAGOSOME MATURATION%GOBP%GO:0097352	AUTOPHAGOSOME MATURATION%GOBP%GO:0097352		31	-0.41246313	-0.9139986	0.6827309	0.90122247	1	4981	"tags=48%, list=39%, signal=79%"
TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY%GOBP%GO:0034142	TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY%GOBP%GO:0034142		16	-0.4360904	-0.91378516	0.65467626	0.9015142	1	5437	"tags=56%, list=43%, signal=98%"
PHOTODYNAMIC THERAPY-INDUCED HIF-1 SURVIVAL SIGNALING%WIKIPATHWAYS_20210210%WP3614%HOMO SAPIENS	PHOTODYNAMIC THERAPY-INDUCED HIF-1 SURVIVAL SIGNALING%WIKIPATHWAYS_20210210%WP3614%HOMO SAPIENS		18	-0.43052578	-0.9136636	0.65478617	0.9015584	1	5308	"tags=44%, list=42%, signal=76%"
UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.2	UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.2		80	-0.3892676	-0.91356426	0.762	0.9015624	1	2379	"tags=20%, list=19%, signal=24%"
REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533	REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533		56	-0.39462084	-0.91337407	0.7427427	0.9018072	1	4280	"tags=38%, list=34%, signal=56%"
REGULATION OF B CELL MEDIATED IMMUNITY%GOBP%GO:0002712	REGULATION OF B CELL MEDIATED IMMUNITY%GOBP%GO:0002712		21	-0.4279679	-0.9133641	0.6744659	0.90158916	1	4529	"tags=43%, list=36%, signal=66%"
DNA CONFORMATION CHANGE%GOBP%GO:0071103	DNA CONFORMATION CHANGE%GOBP%GO:0071103		148	-0.3777159	-0.9132986	0.813	0.9015082	1	5185	"tags=42%, list=41%, signal=70%"
UNTITLED%PANTHER PATHWAY%P05916	UNTITLED%PANTHER PATHWAY%P05916		20	-0.42642024	-0.91313064	0.6771255	0.90168905	1	5488	"tags=55%, list=43%, signal=97%"
STEROL TRANSPORT%GOBP%GO:0015918	STEROL TRANSPORT%GOBP%GO:0015918		32	-0.41298777	-0.9130566	0.71715146	0.90162754	1	2283	"tags=19%, list=18%, signal=23%"
PEPTIDE SECRETION%GOBP%GO:0002790	PEPTIDE SECRETION%GOBP%GO:0002790		53	-0.39377132	-0.91293037	0.73146296	0.9016936	1	3445	"tags=28%, list=27%, signal=39%"
O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME DATABASE ID RELEASE 75%5173214	O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME DATABASE ID RELEASE 75%5173214		16	-0.43339834	-0.9129254	0.6566701	0.9014682	1	3244	"tags=25%, list=26%, signal=34%"
DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%5609975	DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%5609975		17	-0.43593824	-0.9128824	0.66496944	0.90134054	1	4420	"tags=41%, list=35%, signal=63%"
VESICLE TARGETING%GOBP%GO:0006903	VESICLE TARGETING%GOBP%GO:0006903		75	-0.3916724	-0.9128753	0.7577578	0.9011215	1	5041	"tags=48%, list=40%, signal=79%"
ORGANELLE FISSION%GOBP%GO:0048285	ORGANELLE FISSION%GOBP%GO:0048285		186	-0.37789127	-0.9126491	0.86	0.9014413	1	3545	"tags=25%, list=28%, signal=34%"
CELLULAR PIGMENTATION%GOBP%GO:0033059	CELLULAR PIGMENTATION%GOBP%GO:0033059		37	-0.40381464	-0.91253036	0.7111334	0.9014938	1	2976	"tags=24%, list=23%, signal=32%"
GLIAL CELL ACTIVATION%GOBP%GO:0061900	GLIAL CELL ACTIVATION%GOBP%GO:0061900		18	-0.42978412	-0.9125234	0.67382413	0.9012716	1	2660	"tags=28%, list=21%, signal=35%"
TISSUE HOMEOSTASIS%GOBP%GO:0001894	TISSUE HOMEOSTASIS%GOBP%GO:0001894		58	-0.39344817	-0.9125149	0.74724174	0.9010539	1	3192	"tags=26%, list=25%, signal=34%"
NEUROINFLAMMATORY RESPONSE%GOBP%GO:0150076	NEUROINFLAMMATORY RESPONSE%GOBP%GO:0150076		18	-0.42978412	-0.9123331	0.6711202	0.90124935	1	2660	"tags=28%, list=21%, signal=35%"
REPLICATION FORK PROCESSING%GOBP%GO:0031297	REPLICATION FORK PROCESSING%GOBP%GO:0031297		29	-0.4091962	-0.9122678	0.6861167	0.90116864	1	5064	"tags=45%, list=40%, signal=74%"
FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%R-HSA-167200.3	FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%R-HSA-167200.3		39	-0.40571404	-0.91192204	0.716	0.90175277	1	4874	"tags=33%, list=38%, signal=54%"
LIPID CATABOLIC PROCESS%GOBP%GO:0016042	LIPID CATABOLIC PROCESS%GOBP%GO:0016042		142	-0.37991813	-0.9117045	0.816	0.90202963	1	5907	"tags=47%, list=46%, signal=87%"
GLYCOLYTIC PROCESS%GOBP%GO:0006096	GLYCOLYTIC PROCESS%GOBP%GO:0006096		26	-0.41548628	-0.91099054	0.6852227	0.90353155	1	4208	"tags=38%, list=33%, signal=57%"
MELANOSOME LOCALIZATION%GOBP%GO:0032400	MELANOSOME LOCALIZATION%GOBP%GO:0032400		17	-0.43555087	-0.91096514	0.66734487	0.9033557	1	5935	"tags=65%, list=47%, signal=121%"
CELLULAR RESPONSE TO ANTIBIOTIC%GOBP%GO:0071236	CELLULAR RESPONSE TO ANTIBIOTIC%GOBP%GO:0071236		52	-0.394414	-0.9108701	0.72918755	0.90335524	1	4257	"tags=38%, list=33%, signal=58%"
CARBOHYDRATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0034219	CARBOHYDRATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0034219		22	-0.42349923	-0.91082436	0.6916077	0.90322584	1	2622	"tags=23%, list=21%, signal=29%"
POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755	POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755		51	-0.39635828	-0.9106772	0.736	0.903355	1	3151	"tags=31%, list=25%, signal=42%"
LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0034383	LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0034383		19	-0.43074378	-0.9104923	0.65679264	0.90357965	1	4123	"tags=42%, list=32%, signal=62%"
HALLMARK_COMPLEMENT%MSIGDB_C2%HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT%MSIGDB_C2%HALLMARK_COMPLEMENT		107	-0.38277087	-0.9103458	0.799	0.90370977	1	2814	"tags=26%, list=22%, signal=33%"
PROTEIN FOLDING%REACTOME%R-HSA-391251.1	PROTEIN FOLDING%REACTOME%R-HSA-391251.1		80	-0.3860634	-0.91030025	0.77	0.90357983	1	3195	"tags=28%, list=25%, signal=36%"
ANTIVIRAL MECHANISM BY IFN-STIMULATED GENES%REACTOME%R-HSA-1169410.4	ANTIVIRAL MECHANISM BY IFN-STIMULATED GENES%REACTOME%R-HSA-1169410.4		76	-0.38920057	-0.91015047	0.753507	0.9036853	1	2912	"tags=33%, list=23%, signal=42%"
HALLMARK_KRAS_SIGNALING_DN%MSIGDB_C2%HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN%MSIGDB_C2%HALLMARK_KRAS_SIGNALING_DN		59	-0.394791	-0.90998197	0.748	0.90385413	1	3810	"tags=32%, list=30%, signal=46%"
DOWNREGULATION OF TGF-BETA RECEPTOR SIGNALING%REACTOME DATABASE ID RELEASE 75%2173788	DOWNREGULATION OF TGF-BETA RECEPTOR SIGNALING%REACTOME DATABASE ID RELEASE 75%2173788		24	-0.416864	-0.90992725	0.6861756	0.9037543	1	2871	"tags=33%, list=23%, signal=43%"
POSITIVE REGULATION OF SYNAPSE ASSEMBLY%GOBP%GO:0051965	POSITIVE REGULATION OF SYNAPSE ASSEMBLY%GOBP%GO:0051965		17	-0.43247068	-0.9099088	0.67553735	0.90355974	1	2895	"tags=35%, list=23%, signal=46%"
NEF-MEDIATES DOWN MODULATION OF CELL SURFACE RECEPTORS BY RECRUITING THEM TO CLATHRIN ADAPTERS%REACTOME%R-HSA-164938.1	NEF-MEDIATES DOWN MODULATION OF CELL SURFACE RECEPTORS BY RECRUITING THEM TO CLATHRIN ADAPTERS%REACTOME%R-HSA-164938.1		19	-0.42682385	-0.9097294	0.6615542	0.9037275	1	3101	"tags=37%, list=24%, signal=49%"
REGULATION OF DNA-TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS%GOBP%GO:0043620	REGULATION OF DNA-TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS%GOBP%GO:0043620		94	-0.38317767	-0.9095947	0.78	0.90381306	1	4036	"tags=29%, list=32%, signal=42%"
TRANSLESION SYNTHESIS BY REV1%REACTOME%R-HSA-110312.1	TRANSLESION SYNTHESIS BY REV1%REACTOME%R-HSA-110312.1		16	-0.42876115	-0.9095022	0.66459626	0.9038139	1	3364	"tags=44%, list=26%, signal=59%"
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045736	NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045736		16	-0.4344361	-0.9094229	0.6873706	0.9037693	1	3261	"tags=31%, list=26%, signal=42%"
BETA3 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04379	BETA3 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04379		18	-0.42872158	-0.9093964	0.6768293	0.90359646	1	5488	"tags=61%, list=43%, signal=107%"
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496	POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496		32	-0.4092243	-0.90933347	0.72032195	0.90351236	1	2916	"tags=25%, list=23%, signal=32%"
NUCLEAR DNA REPLICATION%GOBP%GO:0033260	NUCLEAR DNA REPLICATION%GOBP%GO:0033260		46	-0.40061128	-0.9092786	0.7287287	0.9033984	1	4777	"tags=33%, list=38%, signal=52%"
PROTEIN LOCALIZATION TO CILIUM%GOBP%GO:0061512	PROTEIN LOCALIZATION TO CILIUM%GOBP%GO:0061512		33	-0.40859064	-0.90920526	0.7077077	0.90334624	1	6028	"tags=61%, list=47%, signal=115%"
PROTEIN KINASE B SIGNALING%GOBP%GO:0043491	PROTEIN KINASE B SIGNALING%GOBP%GO:0043491		15	-0.43873817	-0.9091691	0.6711202	0.9032004	1	5747	"tags=53%, list=45%, signal=97%"
VIRAL TRANSLATION%GOBP%GO:0019081	VIRAL TRANSLATION%GOBP%GO:0019081		18	-0.4309216	-0.9085886	0.67173254	0.9043762	1	3	"tags=6%, list=0%, signal=6%"
"POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043372"	"POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043372"		19	-0.4250858	-0.9085057	0.6781029	0.9043336	1	5834	"tags=53%, list=46%, signal=97%"
